listid,sellerid,eventid,dateid,numtickets,priceperticket,totalprice,listtime
17056,36073,6147,1906,8,232.0,1856.0,2008-03-21 02:59:26
17057,22222,4447,2045,28,159.0,4452.0,2008-08-07 12:26:40
17059,43,5148,2085,30,116.0,3480.0,2008-09-16 01:47:06
17060,19717,6360,1844,20,102.0,2040.0,2008-01-18 01:06:44
17061,26599,881,1949,2,56.0,112.0,2008-05-03 01:00:12
17062,35052,7284,2096,3,157.0,471.0,2008-09-27 02:58:45
17063,4279,7346,1874,3,38.0,114.0,2008-02-17 07:50:34
17064,43502,6305,1876,24,198.0,4752.0,2008-02-19 03:29:54
17065,18433,7828,2091,26,206.0,5356.0,2008-09-22 08:24:24
17066,6520,3710,1902,12,124.0,1488.0,2008-03-17 04:43:00
17067,10177,7264,2004,26,170.0,4420.0,2008-06-27 06:41:12
17068,32963,3689,2132,26,218.0,5668.0,2008-11-02 08:20:27
17069,34822,5941,2068,16,53.0,848.0,2008-08-30 03:06:56
17070,41651,920,1863,14,247.0,3458.0,2008-02-06 03:21:10
17071,29239,4100,1853,18,46.0,828.0,2008-01-27 12:18:45
17072,30449,6809,1892,26,132.0,3432.0,2008-03-07 04:28:03
17073,36831,4321,2032,16,48.0,768.0,2008-07-25 12:41:51
17074,35162,2802,2052,9,125.0,1125.0,2008-08-14 05:45:47
17075,46855,1561,2138,26,193.0,5018.0,2008-11-08 02:23:23
17076,9738,4208,1930,16,167.0,2672.0,2008-04-14 01:11:21
17077,30870,1671,2051,10,70.0,700.0,2008-08-13 06:44:50
17078,9245,1932,2135,8,62.0,496.0,2008-11-05 04:32:07
17079,16987,4804,1855,26,242.0,6292.0,2008-01-29 07:00:09
17080,5280,1005,2123,1,62.0,62.0,2008-10-24 06:59:15
17082,32630,7933,1931,30,45.0,1350.0,2008-04-15 06:32:46
17083,17729,1104,1874,8,154.0,1232.0,2008-02-17 03:37:41
17084,10990,3740,1978,5,145.0,725.0,2008-06-01 09:10:07
17085,13356,3486,2080,28,190.0,5320.0,2008-09-11 08:01:37
17086,17120,821,1984,2,74.0,148.0,2008-06-07 05:25:37
17087,3681,1609,1993,22,21.0,462.0,2008-06-16 04:51:45
17088,10623,2910,2031,4,156.0,624.0,2008-07-24 03:28:27
17089,15415,4379,1859,10,134.0,1340.0,2008-02-02 09:51:00
17090,24898,7394,1898,3,245.0,735.0,2008-03-13 09:50:47
17092,45477,2042,1933,5,132.0,660.0,2008-04-17 12:02:11
17093,45334,7397,1999,28,131.0,3668.0,2008-06-22 05:58:37
17095,14998,3806,2006,6,60.0,360.0,2008-06-29 06:42:45
17096,3594,8174,1950,8,132.0,1056.0,2008-05-04 03:07:47
17097,22007,6206,1855,24,86.0,2064.0,2008-01-29 09:18:03
17098,25220,3498,2011,3,115.0,345.0,2008-07-04 02:16:49
17099,17370,561,1903,28,133.0,3724.0,2008-03-18 04:54:32
17100,19450,5549,2134,3,245.0,735.0,2008-11-04 06:09:43
17101,6960,1922,1944,16,137.0,2192.0,2008-04-28 02:34:56
17102,30613,1553,1851,18,206.0,3708.0,2008-01-25 11:04:34
17103,14138,8283,2081,24,152.0,3648.0,2008-09-12 09:12:51
17104,15312,1919,1861,1,45.0,45.0,2008-02-04 01:00:05
17105,14162,8395,1866,1,81.0,81.0,2008-02-09 07:07:36
17106,10656,3114,2090,30,77.0,2310.0,2008-09-21 04:30:09
17107,47103,1899,1967,28,228.0,6384.0,2008-05-21 06:16:38
17108,6835,7832,1971,18,90.0,1620.0,2008-05-25 02:03:28
17109,48738,1833,1839,8,57.0,456.0,2008-01-13 09:24:22
17110,16296,1677,1887,3,47.0,141.0,2008-03-02 10:55:34
17111,48749,1923,1838,22,63.0,1386.0,2008-01-12 08:23:28
17112,26404,7019,1976,9,153.0,1377.0,2008-05-30 05:18:27
17114,34713,3723,1921,16,89.0,1424.0,2008-04-05 08:02:01
17116,491,4995,2057,12,158.0,1896.0,2008-08-19 09:34:55
17117,41464,5741,2001,22,51.0,1122.0,2008-06-24 08:47:08
17118,32822,7611,2080,2,70.0,140.0,2008-09-11 01:11:50
17119,45005,7019,1952,18,149.0,2682.0,2008-05-06 03:25:55
17120,44317,6255,2059,22,239.0,5258.0,2008-08-21 11:54:00
17121,10860,4845,2123,26,119.0,3094.0,2008-10-24 10:39:34
17122,3401,6308,1858,3,174.0,522.0,2008-02-01 10:09:35
17123,49514,5176,2058,2,239.0,478.0,2008-08-20 03:39:23
17126,5593,8537,1881,22,120.0,2640.0,2008-02-24 09:41:15
17127,28971,962,1871,16,156.0,2496.0,2008-02-14 07:36:12
17128,41845,3555,2154,20,205.0,4100.0,2008-11-24 02:53:30
17129,7006,2534,1990,24,167.0,4008.0,2008-06-13 01:41:20
17130,11190,5880,1981,12,242.0,2904.0,2008-06-04 09:01:36
17131,11903,7927,1993,3,204.0,612.0,2008-06-16 05:42:29
17132,15563,2427,1916,12,201.0,2412.0,2008-03-31 03:35:03
17133,42732,3420,2136,8,92.0,736.0,2008-11-06 06:57:06
17134,8200,6321,2130,20,238.0,4760.0,2008-10-31 02:34:25
17135,24471,3648,1967,10,137.0,1370.0,2008-05-21 02:14:19
17136,21375,7832,1987,3,121.0,363.0,2008-06-10 08:29:41
17137,38649,5573,1847,10,33.0,330.0,2008-01-21 08:57:01
17138,33885,3876,1884,14,193.0,2702.0,2008-02-27 07:14:44
17139,22426,6383,2025,7,82.0,574.0,2008-07-18 08:46:04
17140,21531,5974,2056,7,45.0,315.0,2008-08-18 01:06:46
17141,42317,4706,1863,20,155.0,3100.0,2008-02-06 07:38:07
17142,30844,958,1844,4,219.0,876.0,2008-01-18 12:24:27
17143,9984,2006,1864,20,240.0,4800.0,2008-02-07 10:14:52
17144,26356,2329,2021,3,81.0,243.0,2008-07-14 10:25:13
17145,41521,2301,2127,1,119.0,119.0,2008-10-28 07:21:39
17146,34110,1030,2002,4,219.0,876.0,2008-06-25 06:59:30
17147,44307,2440,2122,9,199.0,1791.0,2008-10-23 10:34:17
17148,39257,937,1916,2,25.0,50.0,2008-03-31 05:22:58
17149,34087,467,2168,6,159.0,954.0,2008-12-08 06:35:17
17150,32447,3255,1870,28,99.0,2772.0,2008-02-13 03:11:00
17151,27222,7894,2120,3,106.0,318.0,2008-10-21 07:13:42
17152,11161,1783,1943,8,68.0,544.0,2008-04-27 05:56:55
17153,19277,4942,1898,12,197.0,2364.0,2008-03-13 12:00:05
17154,29467,5019,2025,9,64.0,576.0,2008-07-18 08:18:55
17155,45677,8530,1929,30,211.0,6330.0,2008-04-13 05:07:12
17156,7238,867,1938,8,194.0,1552.0,2008-04-22 12:14:55
17157,13813,342,1924,16,213.0,3408.0,2008-04-08 01:28:50
17158,40275,584,1901,28,213.0,5964.0,2008-03-16 05:33:13
17159,24809,7346,1862,16,78.0,1248.0,2008-02-05 03:46:12
17160,40080,2339,2125,22,211.0,4642.0,2008-10-26 02:09:31
17161,5154,5360,2117,26,232.0,6032.0,2008-10-18 08:06:40
17162,14085,2297,1997,28,43.0,1204.0,2008-06-20 07:16:29
17164,7429,5157,1863,14,191.0,2674.0,2008-02-06 04:43:09
17165,13415,243,2002,28,62.0,1736.0,2008-06-25 10:43:27
17166,24021,473,2152,30,101.0,3030.0,2008-11-22 11:15:42
17167,26728,6576,2156,4,26.0,104.0,2008-11-26 12:56:18
17168,45175,2091,1835,1,141.0,141.0,2008-01-09 06:10:24
17169,16370,7787,1853,12,190.0,2280.0,2008-01-27 01:38:14
17170,14548,1474,1938,28,91.0,2548.0,2008-04-22 11:51:46
17171,19514,3395,2137,3,238.0,714.0,2008-11-07 03:16:21
17172,48022,949,1946,7,24.0,168.0,2008-04-30 04:13:55
17173,4440,1684,2035,9,245.0,2205.0,2008-07-28 06:15:10
17174,14278,6655,1855,7,150.0,1050.0,2008-01-29 01:56:13
17175,42239,6832,2018,1,96.0,96.0,2008-07-11 10:50:51
17177,47455,753,1948,22,170.0,3740.0,2008-05-02 07:46:23
17178,34011,3483,2112,26,45.0,1170.0,2008-10-13 12:37:31
17179,44496,8796,1942,10,26.0,260.0,2008-04-26 05:43:31
17180,24203,5240,2039,24,133.0,3192.0,2008-08-01 07:57:36
17181,30278,1586,1945,4,167.0,668.0,2008-04-29 01:25:00
17182,43481,5488,1973,10,35.0,350.0,2008-05-27 11:41:13
17183,32984,7018,2087,6,101.0,606.0,2008-09-18 06:51:38
17184,40981,305,2140,10,192.0,1920.0,2008-11-10 05:21:08
17185,31130,158,2068,3,211.0,633.0,2008-08-30 02:25:36
17186,681,977,1867,2,149.0,298.0,2008-02-10 01:36:24
17187,220,1517,2042,8,197.0,1576.0,2008-08-04 04:09:40
17188,9931,1803,2100,7,248.0,1736.0,2008-10-01 07:20:51
17189,21786,3663,2088,5,142.0,710.0,2008-09-19 01:08:17
17190,32656,5239,1910,22,141.0,3102.0,2008-03-25 04:59:54
17191,21759,4026,2043,5,170.0,850.0,2008-08-05 06:11:46
17192,41202,807,2151,26,29.0,754.0,2008-11-21 01:20:35
17193,32022,8589,1966,24,72.0,1728.0,2008-05-20 02:34:13
17194,44254,4340,2079,7,67.0,469.0,2008-09-10 07:24:07
17195,8544,8379,2139,9,103.0,927.0,2008-11-09 12:34:06
17196,28657,828,2022,30,80.0,2400.0,2008-07-15 07:58:53
17197,10823,1721,1920,20,145.0,2900.0,2008-04-04 02:24:53
17198,24643,2986,2000,1,159.0,159.0,2008-06-23 03:25:44
17199,9445,5366,2003,20,182.0,3640.0,2008-06-26 11:25:21
17200,872,3523,1866,22,39.0,858.0,2008-02-09 12:37:27
17201,42515,2783,1971,9,218.0,1962.0,2008-05-25 11:11:35
17202,45597,5151,2104,28,147.0,4116.0,2008-10-05 04:55:32
17203,953,5296,2024,2,143.0,286.0,2008-07-17 11:31:54
17204,44979,6675,1881,2,191.0,382.0,2008-02-24 09:38:58
17205,10607,8142,2031,8,123.0,984.0,2008-07-24 11:10:52
17206,23658,783,1834,6,142.0,852.0,2008-01-08 11:59:29
17207,6102,7222,1857,24,119.0,2856.0,2008-01-31 01:06:53
17208,8937,3357,1963,18,36.0,648.0,2008-05-17 12:39:02
17210,49914,3869,2065,7,245.0,1715.0,2008-08-27 10:38:55
17211,48961,8505,1987,9,220.0,1980.0,2008-06-10 12:13:58
17212,5695,5968,1968,10,62.0,620.0,2008-05-22 01:16:04
17213,13515,7177,1866,9,141.0,1269.0,2008-02-09 06:42:49
17214,21166,4339,1923,7,173.0,1211.0,2008-04-07 10:44:06
17215,45265,4136,2121,9,142.0,1278.0,2008-10-22 06:25:13
17216,8752,3375,1973,12,166.0,1992.0,2008-05-27 05:44:06
17217,47430,5172,1972,30,155.0,4650.0,2008-05-26 05:45:25
17218,22427,260,2103,20,231.0,4620.0,2008-10-04 09:13:30
17219,24883,3147,1954,20,48.0,960.0,2008-05-08 06:08:16
17220,1449,6198,2005,4,59.0,236.0,2008-06-28 06:20:22
17221,756,4247,1961,7,104.0,728.0,2008-05-15 06:10:16
17222,25360,6637,2095,16,82.0,1312.0,2008-09-26 10:29:54
17223,26524,1152,2076,22,30.0,660.0,2008-09-07 11:26:55
17224,26136,3363,1864,4,26.0,104.0,2008-02-07 05:15:18
17225,10015,7840,2153,20,156.0,3120.0,2008-11-23 11:14:25
17226,25737,1171,1874,6,42.0,252.0,2008-02-17 06:14:39
17227,31215,1182,1920,8,201.0,1608.0,2008-04-04 12:25:31
17228,18511,3927,1900,30,249.0,7470.0,2008-03-15 07:03:25
17229,42099,6602,1874,9,152.0,1368.0,2008-02-17 03:47:38
17231,44159,5285,1989,10,109.0,1090.0,2008-06-12 09:29:45
17232,47060,7967,1913,22,63.0,1386.0,2008-03-28 03:34:56
17233,35237,7040,2004,16,26.0,416.0,2008-06-27 04:20:25
17234,4967,7061,1851,5,195.0,975.0,2008-01-25 06:51:05
17235,39011,1975,2003,6,248.0,1488.0,2008-06-26 02:41:46
17236,16084,3938,1936,22,214.0,4708.0,2008-04-20 12:27:52
17237,39728,567,1898,30,152.0,4560.0,2008-03-13 07:17:14
17238,36208,5425,2094,7,182.0,1274.0,2008-09-25 09:30:26
17239,44007,3169,2162,28,106.0,2968.0,2008-12-02 03:49:27
17240,1245,4436,1834,22,96.0,2112.0,2008-01-08 11:01:56
17241,47952,1786,1866,30,192.0,5760.0,2008-02-09 01:46:20
17243,41527,5247,2107,22,134.0,2948.0,2008-10-08 01:42:50
17244,39117,4795,1908,28,39.0,1092.0,2008-03-23 09:36:11
17246,38730,2778,1938,24,228.0,5472.0,2008-04-22 09:48:01
17247,11901,5296,1973,10,64.0,640.0,2008-05-27 06:22:51
17248,49211,5356,2083,26,232.0,6032.0,2008-09-14 02:50:55
17249,6340,2414,1879,8,28.0,224.0,2008-02-22 05:04:57
17250,19374,6194,2159,26,220.0,5720.0,2008-11-29 08:31:47
17251,6227,5961,2115,12,45.0,540.0,2008-10-16 09:12:30
17252,23311,5923,1973,7,146.0,1022.0,2008-05-27 11:39:02
17253,3960,4701,2043,18,62.0,1116.0,2008-08-05 01:52:56
17255,41766,52,2114,6,70.0,420.0,2008-10-15 04:15:35
17256,7791,1219,1906,5,162.0,810.0,2008-03-21 01:16:37
17257,49709,1616,2086,3,25.0,75.0,2008-09-17 11:15:00
17258,29379,44,1916,16,162.0,2592.0,2008-03-31 04:46:45
17259,41189,7155,1971,16,85.0,1360.0,2008-05-25 07:59:19
17260,18522,1153,2037,22,233.0,5126.0,2008-07-30 06:41:33
17261,24012,3200,2051,28,181.0,5068.0,2008-08-13 09:54:01
17262,20893,5167,1939,22,202.0,4444.0,2008-04-23 04:36:00
17263,12268,7150,2071,16,216.0,3456.0,2008-09-02 12:59:56
17264,26996,3017,1931,20,149.0,2980.0,2008-04-15 12:40:50
17266,49527,3011,1998,16,113.0,1808.0,2008-06-21 08:41:13
17267,44630,7954,2156,22,109.0,2398.0,2008-11-26 05:39:17
17268,3544,209,1943,22,90.0,1980.0,2008-04-27 05:48:11
17269,35345,3858,1875,5,141.0,705.0,2008-02-18 08:04:28
17270,14099,7461,2076,5,219.0,1095.0,2008-09-07 11:01:00
17271,13441,6487,1960,7,138.0,966.0,2008-05-14 08:27:30
17272,20123,4268,2080,24,20.0,480.0,2008-09-11 07:44:06
17273,33582,1519,2075,26,38.0,988.0,2008-09-06 05:27:44
17274,46982,6459,1891,22,221.0,4862.0,2008-03-06 01:57:26
17275,42145,44,1912,1,135.0,135.0,2008-03-27 12:07:33
17276,21235,2068,2037,5,239.0,1195.0,2008-07-30 10:28:17
17277,49763,3458,2042,1,56.0,56.0,2008-08-04 08:28:14
17278,36897,8255,1840,7,220.0,1540.0,2008-01-14 07:20:24
17279,16517,4916,2072,20,139.0,2780.0,2008-09-03 02:43:47
17280,44297,1119,1841,8,22.0,176.0,2008-01-15 10:43:28
17281,37526,4037,1960,6,87.0,522.0,2008-05-14 03:46:37
17282,34789,5761,2113,24,212.0,5088.0,2008-10-14 03:05:28
17283,8948,1959,2098,16,232.0,3712.0,2008-09-29 03:55:05
17284,8357,6258,2138,28,187.0,5236.0,2008-11-08 02:57:58
17285,27103,6400,1931,16,22.0,352.0,2008-04-15 10:25:26
17286,36680,3859,2119,8,29.0,232.0,2008-10-20 03:01:19
17287,26221,3350,2109,22,55.0,1210.0,2008-10-10 10:26:14
17288,36712,7159,2107,7,81.0,567.0,2008-10-08 02:05:55
17289,9373,297,1871,18,240.0,4320.0,2008-02-14 07:01:20
17290,23237,8204,1992,4,237.0,948.0,2008-06-15 02:24:06
17291,40809,6291,1914,24,173.0,4152.0,2008-03-29 12:13:28
17292,48306,1434,1854,2,180.0,360.0,2008-01-28 03:37:05
17293,43714,4744,1842,1,208.0,208.0,2008-01-16 09:03:39
17294,32204,4033,1891,1,97.0,97.0,2008-03-06 12:03:42
17295,13498,4010,2022,20,204.0,4080.0,2008-07-15 02:54:37
17296,16097,6830,2144,3,228.0,684.0,2008-11-14 06:11:54
17297,5629,7816,2054,28,205.0,5740.0,2008-08-16 06:23:11
17298,20431,4606,2161,20,151.0,3020.0,2008-12-01 08:15:22
17299,43402,2667,2162,8,84.0,672.0,2008-12-02 02:35:38
17300,40458,7018,2100,28,228.0,6384.0,2008-10-01 11:04:42
17301,42342,1555,2098,8,216.0,1728.0,2008-09-29 11:20:21
17302,26818,2893,1847,7,127.0,889.0,2008-01-21 09:57:40
17303,15401,6267,2058,14,123.0,1722.0,2008-08-20 08:43:13
17304,21203,8312,2058,5,76.0,380.0,2008-08-20 10:57:02
17305,39488,573,1987,3,119.0,357.0,2008-06-10 07:45:35
17307,13438,605,1847,12,217.0,2604.0,2008-01-21 02:42:27
17308,8856,8048,2027,10,67.0,670.0,2008-07-20 07:26:08
17309,30761,4814,1943,30,215.0,6450.0,2008-04-27 08:56:37
17310,35104,2219,2049,20,165.0,3300.0,2008-08-11 09:35:44
17311,37924,3989,2142,2,128.0,256.0,2008-11-12 08:52:52
17312,28044,6065,1974,8,47.0,376.0,2008-05-28 04:36:48
17313,25425,3365,2042,8,76.0,608.0,2008-08-04 03:13:49
17314,40895,8404,2074,12,249.0,2988.0,2008-09-05 09:37:30
17315,41740,1793,2030,26,248.0,6448.0,2008-07-23 09:23:01
17318,2818,1873,1858,22,242.0,5324.0,2008-02-01 11:27:22
17319,6758,5399,2098,2,117.0,234.0,2008-09-29 05:49:46
17320,39104,6083,2061,5,217.0,1085.0,2008-08-23 08:28:46
17321,14178,434,2100,2,167.0,334.0,2008-10-01 09:15:12
17322,3346,6422,2073,8,49.0,392.0,2008-09-04 03:41:39
17323,14983,4725,2058,2,165.0,330.0,2008-08-20 10:36:05
17324,7418,2203,2056,26,179.0,4654.0,2008-08-18 10:36:17
17325,2388,5957,1844,16,135.0,2160.0,2008-01-18 05:42:31
17327,28951,3203,1878,6,34.0,204.0,2008-02-21 10:34:08
17328,23320,7002,1876,22,111.0,2442.0,2008-02-19 09:35:06
17329,3552,3047,2014,16,62.0,992.0,2008-07-07 09:54:07
17330,1959,584,1888,16,132.0,2112.0,2008-03-03 09:50:37
17331,17855,4399,1927,28,186.0,5208.0,2008-04-11 01:21:15
17332,15801,319,2057,26,193.0,5018.0,2008-08-19 12:01:30
17333,41031,8495,1998,6,143.0,858.0,2008-06-21 10:30:58
17334,3062,7540,1937,7,203.0,1421.0,2008-04-21 08:02:13
17335,13711,4364,2077,3,95.0,285.0,2008-09-08 12:53:04
17336,15952,2665,1832,3,40.0,120.0,2008-01-06 12:46:29
17337,21340,3657,2159,9,129.0,1161.0,2008-11-29 03:18:10
17338,47669,1889,2093,8,138.0,1104.0,2008-09-24 03:47:08
17339,49670,213,1875,8,116.0,928.0,2008-02-18 07:53:46
17340,25164,4272,1923,20,53.0,1060.0,2008-04-07 05:09:19
17341,15428,6173,2089,24,206.0,4944.0,2008-09-20 09:09:51
17342,16620,6956,2093,7,59.0,413.0,2008-09-24 02:11:03
17343,41761,5661,1857,8,140.0,1120.0,2008-01-31 01:17:10
17344,191,1501,2046,18,227.0,4086.0,2008-08-08 01:10:36
17345,7515,3168,1843,3,73.0,219.0,2008-01-17 01:25:11
17346,31112,8615,2059,24,42.0,1008.0,2008-08-21 09:38:32
17347,31593,530,1869,30,190.0,5700.0,2008-02-12 06:38:18
17348,2913,1838,2132,16,247.0,3952.0,2008-11-02 06:32:46
17350,13379,5380,2057,20,150.0,3000.0,2008-08-19 02:24:38
17351,47000,2309,2067,20,159.0,3180.0,2008-08-29 08:55:27
17352,21470,3893,1972,4,113.0,452.0,2008-05-26 01:18:26
17353,17465,510,2013,14,27.0,378.0,2008-07-06 02:41:14
17354,5070,5647,1900,7,41.0,287.0,2008-03-15 09:18:51
17355,18376,7093,2100,8,228.0,1824.0,2008-10-01 09:36:03
17356,35300,3377,1892,9,31.0,279.0,2008-03-07 07:49:18
17357,20229,4089,1871,16,170.0,2720.0,2008-02-14 10:25:52
17358,42218,756,1971,2,75.0,150.0,2008-05-25 01:20:33
17359,10287,2482,1840,24,155.0,3720.0,2008-01-14 10:39:06
17360,14451,364,1891,4,128.0,512.0,2008-03-06 11:30:32
17361,35426,6627,1844,6,40.0,240.0,2008-01-18 12:47:16
17362,23203,4651,1992,20,204.0,4080.0,2008-06-15 11:44:43
17363,43218,2879,1913,18,220.0,3960.0,2008-03-28 09:01:02
17364,8575,992,2005,7,246.0,1722.0,2008-06-28 09:06:47
17365,28448,8112,2041,7,29.0,203.0,2008-08-03 11:04:43
17366,17625,1436,2011,28,76.0,2128.0,2008-07-04 11:13:39
17367,22954,5531,2127,5,55.0,275.0,2008-10-28 02:26:40
17368,23480,769,2105,16,186.0,2976.0,2008-10-06 06:06:41
17370,20657,1440,2116,7,83.0,581.0,2008-10-17 03:35:24
17371,39391,1691,1874,9,59.0,531.0,2008-02-17 03:30:02
17372,1233,5382,2005,7,216.0,1512.0,2008-06-28 01:56:04
17373,1468,4203,2093,9,85.0,765.0,2008-09-24 01:50:17
17374,8252,4843,2033,14,34.0,476.0,2008-07-26 07:35:22
17375,12896,5251,2137,24,36.0,864.0,2008-11-07 04:52:49
17376,28370,888,2000,26,174.0,4524.0,2008-06-23 06:43:53
17377,3000,1533,2061,26,81.0,2106.0,2008-08-23 10:43:05
17379,48162,8771,1976,12,42.0,504.0,2008-05-30 04:04:26
17380,2515,1810,2023,14,55.0,770.0,2008-07-16 06:30:12
17381,16348,5731,2059,7,187.0,1309.0,2008-08-21 07:59:04
17382,43400,8052,1856,9,57.0,513.0,2008-01-30 11:39:33
17383,8792,1187,2056,26,201.0,5226.0,2008-08-18 03:06:43
17384,44212,3723,1908,20,56.0,1120.0,2008-03-23 01:24:00
17385,38653,259,2003,30,188.0,5640.0,2008-06-26 05:12:04
17386,10712,3242,2149,10,207.0,2070.0,2008-11-19 11:37:44
17387,18374,536,2013,5,70.0,350.0,2008-07-06 06:44:05
17388,26188,5983,2068,30,130.0,3900.0,2008-08-30 04:58:36
17389,28165,6277,2126,9,164.0,1476.0,2008-10-27 11:37:09
17390,36926,7147,1887,22,54.0,1188.0,2008-03-02 02:27:44
17391,23824,3024,1939,22,210.0,4620.0,2008-04-23 01:25:15
17392,29344,1459,2042,4,227.0,908.0,2008-08-04 08:01:41
17393,47587,4010,1979,3,133.0,399.0,2008-06-02 01:06:07
17394,47538,6676,2088,5,38.0,190.0,2008-09-19 10:52:29
17395,28581,313,1846,14,197.0,2758.0,2008-01-20 05:22:44
17397,30880,457,1981,16,198.0,3168.0,2008-06-04 05:20:22
17398,24043,6869,1832,30,142.0,4260.0,2008-01-06 12:50:35
17399,25031,4678,1996,9,189.0,1701.0,2008-06-19 10:02:11
17400,34016,7476,1838,28,117.0,3276.0,2008-01-12 09:54:05
17401,35557,458,2106,26,188.0,4888.0,2008-10-07 07:50:39
17402,602,6283,1945,18,57.0,1026.0,2008-04-29 03:13:42
17403,18977,3123,2115,7,83.0,581.0,2008-10-16 11:27:42
17405,24315,4062,2077,1,42.0,42.0,2008-09-08 07:55:25
17406,36091,4429,2087,5,172.0,860.0,2008-09-18 12:21:55
17407,28911,4294,1893,22,166.0,3652.0,2008-03-08 05:08:16
17408,28923,7863,2051,1,183.0,183.0,2008-08-13 07:10:15
17409,44385,3544,1839,10,171.0,1710.0,2008-01-13 02:13:27
17410,39908,3004,2044,30,200.0,6000.0,2008-08-06 05:59:55
17411,8584,3093,1869,26,178.0,4628.0,2008-02-12 08:24:38
17412,39335,8780,1933,24,59.0,1416.0,2008-04-17 04:58:35
17413,15385,2916,2092,3,34.0,102.0,2008-09-23 09:50:12
17414,36913,3310,2061,7,46.0,322.0,2008-08-23 11:15:22
17415,2509,3746,2103,6,148.0,888.0,2008-10-04 01:18:41
17416,32194,2582,1917,16,205.0,3280.0,2008-04-01 08:21:21
17417,19216,67,2019,14,36.0,504.0,2008-07-12 11:41:07
17418,24188,7667,2076,28,43.0,1204.0,2008-09-07 09:16:56
17419,16356,2310,1928,24,96.0,2304.0,2008-04-12 04:07:40
17420,39996,7743,1895,18,124.0,2232.0,2008-03-10 09:51:24
17421,20301,4416,2088,14,163.0,2282.0,2008-09-19 09:48:19
17422,34359,571,1843,3,165.0,495.0,2008-01-17 10:31:44
17423,5941,5390,1839,20,169.0,3380.0,2008-01-13 06:24:48
17424,14731,7291,2066,1,181.0,181.0,2008-08-28 05:00:26
17425,38857,7222,1891,7,124.0,868.0,2008-03-06 08:50:36
17426,39169,1615,1835,26,31.0,806.0,2008-01-09 03:41:18
17427,4478,6085,2098,7,118.0,826.0,2008-09-29 09:09:57
17428,42427,2224,1910,6,76.0,456.0,2008-03-25 01:35:45
17429,33560,7893,2097,28,211.0,5908.0,2008-09-28 03:53:13
17430,16285,3609,2172,7,218.0,1526.0,2008-12-12 09:57:07
17431,10626,4118,1858,26,138.0,3588.0,2008-02-01 08:35:04
17432,44280,3207,1872,3,26.0,78.0,2008-02-15 12:35:24
17433,34806,7269,1858,12,219.0,2628.0,2008-02-01 06:02:15
17434,28203,6405,1841,7,149.0,1043.0,2008-01-15 04:03:57
17435,37689,3046,2116,24,123.0,2952.0,2008-10-17 07:18:50
17436,36403,8598,2002,1,150.0,150.0,2008-06-25 08:38:57
17437,39930,8554,1935,3,175.0,525.0,2008-04-19 03:40:02
17438,14480,977,1831,1,76.0,76.0,2008-01-05 07:38:37
17439,6455,6907,2028,8,170.0,1360.0,2008-07-21 04:39:05
17440,23460,2839,1885,28,27.0,756.0,2008-02-28 07:06:10
17441,43955,3497,1835,4,196.0,784.0,2008-01-09 07:09:04
17442,2761,8391,1940,30,248.0,7440.0,2008-04-24 01:34:32
17443,32115,724,2058,3,233.0,699.0,2008-08-20 08:45:40
17444,26071,1365,1994,7,61.0,427.0,2008-06-17 10:33:53
17445,1801,3511,2129,6,230.0,1380.0,2008-10-30 06:18:57
17446,48081,3698,1844,9,231.0,2079.0,2008-01-18 04:07:10
17449,681,2067,1831,4,130.0,520.0,2008-01-05 05:36:29
17450,27398,2059,2009,24,72.0,1728.0,2008-07-02 06:36:27
17451,41348,4986,1906,4,76.0,304.0,2008-03-21 08:10:19
17452,48900,7860,2049,26,112.0,2912.0,2008-08-11 11:09:08
17453,13542,2898,1881,24,220.0,5280.0,2008-02-24 01:29:14
17454,3112,300,2119,5,152.0,760.0,2008-10-20 05:50:55
17455,47212,3804,2096,7,47.0,329.0,2008-09-27 05:02:48
17456,5008,3814,2056,24,158.0,3792.0,2008-08-18 12:44:06
17457,11643,844,1894,1,174.0,174.0,2008-03-09 01:17:47
17458,37599,6595,1921,10,110.0,1100.0,2008-04-05 08:59:09
17459,38464,5140,1918,2,108.0,216.0,2008-04-02 07:53:43
17460,37781,7051,1956,5,227.0,1135.0,2008-05-10 01:17:21
17461,11584,1917,2044,8,157.0,1256.0,2008-08-06 05:09:59
17462,43721,5265,2103,6,131.0,786.0,2008-10-04 08:44:36
17463,31230,155,1884,1,166.0,166.0,2008-02-27 08:01:25
17464,29534,7551,2024,22,131.0,2882.0,2008-07-17 02:21:57
17465,17916,7144,2098,6,132.0,792.0,2008-09-29 05:08:20
17466,689,6847,1840,7,38.0,266.0,2008-01-14 08:54:37
17467,49890,8718,1854,9,32.0,288.0,2008-01-28 10:05:11
17468,37151,1906,1871,14,87.0,1218.0,2008-02-14 04:19:00
17469,39254,6074,1886,7,214.0,1498.0,2008-03-01 08:26:21
17470,42663,5397,2082,14,131.0,1834.0,2008-09-13 04:44:20
17472,25710,6330,1888,20,211.0,4220.0,2008-03-03 12:27:04
17473,17864,8546,1964,10,206.0,2060.0,2008-05-18 10:25:02
17474,35127,7398,1831,24,210.0,5040.0,2008-01-05 04:29:13
17475,32120,4848,1906,30,240.0,7200.0,2008-03-21 12:02:08
17477,16139,3273,2152,10,84.0,840.0,2008-11-22 12:27:24
17478,46019,8533,2140,26,137.0,3562.0,2008-11-10 08:14:09
